Mechanism,ID,State,Action,Duration,Energy,CO2Footprint,ACR
Two-Agent,160,final,Autonomous,2.828999758,0.0000000876,0.000029,0.4
Two-Agent,161,final,Human,8.786101103,0.0000000245,0.00000812,0.4
Two-Agent,162,final,Human,12.59727955,0.0000000529,0.0000175,0.4
Two-Agent,163,final,Human,11.02247977,0.000000041,0.0000136,0.4
Two-Agent,164,final,Human,8.991206169,0.0000000246,0.00000814,0.2
Two-Agent,165,final,Autonomous,2.910784006,0.0000000412,0.0000136,0.2
Two-Agent,166,final,Human,10.90067935,0.0000000404,0.0000133,0.2
Two-Agent,167,final,Human,9.26281333,0.0000000262,0.00000867,0.2
Two-Agent,168,final,Human,9.849983215,0.0000000308,0.0000102,0.2
Two-Agent,169,final,Autonomous,2.799268723,0.0000000373,0.0000123,0.4
Two-Agent,170,final,Human,8.9607687,0.0000000253,0.00000838,0.2
Two-Agent,171,final,Autonomous,2.781907797,0.0000000458,0.0000151,0.4
Two-Agent,172,final,Autonomous,2.791111469,0.0000000893,0.0000295,0.6
Two-Agent,173,final,Human,8.826347828,0.0000000246,0.00000812,0.6
Two-Agent,174,final,Autonomous,2.856683731,0.000000157,0.0000519,0.6
Two-Agent,175,final,Human,14.52472425,0.0000000664,0.0000219,0.6
Two-Agent,176,final,Autonomous,2.862247944,0.00000000339,0.00000112,0.6
Two-Agent,177,final,Autonomous,2.816534996,0.0000000861,0.0000285,0.6
Two-Agent,178,final,Human,9.412209988,0.0000000285,0.00000942,0.6
Two-Agent,179,final,Human,9.029216766,0.0000000261,0.00000862,0.4
Two-Agent,180,final,Autonomous,2.751461267,0.0000000482,0.0000159,0.6
Two-Agent,181,final,Human,11.46834707,0.0000000426,0.0000141,0.4
Two-Agent,182,final,Autonomous,2.9134624,0.0000000287,0.00000949,0.4
Two-Agent,183,final,Human,9.78519249,0.0000000309,0.0000102,0.4
Two-Agent,184,final,Autonomous,2.9155159,0.000000042,0.0000139,0.6
Two-Agent,185,final,Autonomous,2.852739573,0.0000000861,0.0000285,0.6
Two-Agent,186,final,Autonomous,2.949044704,0.0000000963,0.0000319,0.8
Two-Agent,187,final,Human,10.30459738,0.0000000349,0.0000115,0.6
Two-Agent,188,final,Autonomous,2.864495754,0.0000000404,0.0000134,0.8
Two-Agent,189,final,Autonomous,2.834108353,0.0000000853,0.0000282,0.8
Two-Agent,190,final,Autonomous,2.810653687,0.0000000907,0.00003,0.8
Two-Agent,191,final,Human,9.264894009,0.0000000269,0.00000889,0.6
Two-Agent,192,final,Human,10.19019699,0.0000000348,0.0000115,0.6
Two-Agent,193,final,Human,9.438524485,0.0000000285,0.00000942,0.4
Two-Agent,194,final,Autonomous,2.743510962,0.0000000436,0.0000144,0.4
Two-Agent,195,final,Autonomous,2.886356115,0.00000009,0.0000298,0.4
Two-Agent,196,final,Autonomous,2.848304987,0.00000000106,0.000000351,0.6
Two-Agent,197,final,Autonomous,5.675034761,9.7E-10,0.000000321,0.8
Two-Agent,198,final,Autonomous,2.722942114,0.000000068,0.0000225,1
Two-Agent,199,final,Autonomous,2.900468588,0.0000000939,0.000031,1
Two-Agent,200,final,Autonomous,2.830129862,0.0000000884,0.0000292,1
Two-Agent,201,final,Autonomous,3.005764961,0.000000093,0.0000308,1
Two-Agent,202,final,Autonomous,2.808761597,0.0000000844,0.0000279,1
Two-Agent,203,final,Autonomous,2.872359514,0.0000000884,0.0000292,1
Two-Agent,204,final,Autonomous,2.858988285,0.0000000947,0.0000313,1
Two-Agent,205,final,Autonomous,2.720141888,0.0000000876,0.000029,1
Two-Agent,206,final,Autonomous,2.830562592,0.0000000861,0.0000285,1
Two-Agent,207,final,Autonomous,2.914004564,0.0000000907,0.00003,1
Two-Agent,208,final,Autonomous,2.705018044,0.0000000907,0.00003,1
Two-Agent,209,final,Autonomous,2.858240366,0.0000000924,0.0000306,1
Two-Agent,210,final,Human,9.660642147,0.0000000301,0.00000996,0.8
Two-Agent,211,final,Human,8.905033588,0.0000000246,0.00000814,0.6
Two-Agent,212,final,Human,10.42029834,0.0000000357,0.0000118,0.4
Two-Agent,213,final,Autonomous,2.845932961,0.0000000365,0.0000121,0.4
Two-Agent,214,final,Autonomous,2.959575415,0.000000203,0.0000672,0.4
Two-Agent,215,final,Human,11.58426285,0.0000000444,0.0000147,0.4
Two-Agent,216,final,Autonomous,2.789013386,0.0000000247,0.00000817,0.6
One-Agent,1,none,Human,9.455676079,0.0000000263,0.00000871,0
One-Agent,2,none,Human,9.559771061,0.0000000293,0.00000969,0
One-Agent,3,none,Human,9.458027363,0.0000000285,0.00000944,0
One-Agent,4,none,Autonomous,2.885658503,0.0000000445,0.0000147,0.2
One-Agent,5,none,Human,9.142357111,0.0000000262,0.00000866,0.2
One-Agent,6,none,Human,9.398997784,0.0000000277,0.00000917,0.2
One-Agent,7,none,Human,10.27349734,0.0000000341,0.0000113,0.2
One-Agent,8,none,Autonomous,2.989025354,0.0000000411,0.0000136,0.4
One-Agent,9,none,Autonomous,2.829882622,0.0000000884,0.0000292,0.4
One-Agent,10,none,Autonomous,3.043973923,0.0000000862,0.0000285,0.6
One-Agent,11,none,Autonomous,2.848367691,0.0000000892,0.0000295,0.8
One-Agent,12,steady,Autonomous,2.804113865,0.0000000941,0.0000311,1
One-Agent,13,steady,Autonomous,2.832410336,0.000000087,0.0000288,1
One-Agent,14,steady,Autonomous,2.913509607,0.0000000927,0.0000307,1
One-Agent,15,steady,Autonomous,2.759865761,0.0000000845,0.0000279,1
One-Agent,16,steady,Autonomous,2.940011501,0.0000000925,0.0000306,1
One-Agent,17,steady,Autonomous,2.955571413,0.0000000939,0.000031,1
One-Agent,18,steady,Autonomous,2.794846058,0.0000000845,0.0000279,1
One-Agent,19,steady,Human,9.51023078,0.0000000294,0.00000972,0.8
One-Agent,20,steady,Autonomous,2.779118538,0.0000000388,0.0000128,0.8
One-Agent,21,steady,Human,8.857742786,0.0000000246,0.00000813,0.6
One-Agent,22,steady,Autonomous,2.902769804,0.00000000584,0.00000193,0.6
One-Agent,23,steady,Autonomous,2.838627338,0.0000000853,0.0000282,0.6
One-Agent,24,steady,Autonomous,2.773343086,0.0000000916,0.0000303,0.8
One-Agent,25,steady,Autonomous,2.760260344,0.0000000907,0.00003,0.8
One-Agent,26,steady,Human,9.240417719,0.000000027,0.00000893,0.8
One-Agent,27,steady,Autonomous,2.791666269,0.0000000404,0.0000133,0.8
One-Agent,28,steady,Autonomous,2.89533639,0.0000000909,0.0000301,0.8
One-Agent,29,steady,Autonomous,2.80330658,0.0000000876,0.000029,0.8
One-Agent,30,steady,Autonomous,2.827533484,0.0000000956,0.0000316,0.8
One-Agent,31,steady,Autonomous,2.853583574,0.0000000846,0.000028,1
One-Agent,32,steady,Human,9.189922571,0.000000027,0.00000893,0.8
One-Agent,33,steady,Autonomous,2.858129501,0.0000000403,0.0000133,0.8
One-Agent,34,steady,Autonomous,2.934909344,0.0000000932,0.0000308,0.8
One-Agent,35,steady,Autonomous,2.832741499,0.0000000907,0.00003,0.8
One-Agent,36,steady,Autonomous,2.941239595,0.0000000885,0.0000293,0.8
One-Agent,37,steady,Autonomous,2.866581917,0.0000000893,0.0000295,1
One-Agent,38,steady,Autonomous,2.838587284,0.0000000878,0.000029,1
One-Agent,39,steady,Autonomous,2.827864408,0.0000000923,0.0000305,1
One-Agent,40,steady,Autonomous,2.833204031,0.0000000892,0.0000295,1
One-Agent,41,steady,Autonomous,2.893898726,0.0000000909,0.0000301,1
One-Agent,42,steady,Autonomous,2.891398191,0.0000000885,0.0000293,1
One-Agent,43,disruptive,Human,9.106024504,0.0000000318,0.0000105,0.8
One-Agent,44,disruptive,Human,8.487240314,0.0000000277,0.00000916,0.6
One-Agent,45,disruptive,Human,8.72215414,0.0000000151,0.000005,0.4
One-Agent,46,disruptive,Human,8.763161182,0.0000000286,0.00000945,0.2
One-Agent,47,disruptive,Human,8.43970871,0.0000000262,0.00000868,0
One-Agent,48,disruptive,Human,9.018952847,0.0000000285,0.00000941,0
One-Agent,49,disruptive,Human,8.226569653,0.000000023,0.0000076,0
One-Agent,50,disruptive,Human,8.743778944,0.000000027,0.00000892,0
One-Agent,51,disruptive,Human,9.074487448,0.00000000962,0.00000318,0
One-Agent,52,disruptive,Human,15.64564037,0.0000000783,0.0000259,0
One-Agent,53,disruptive,Autonomous,3.639126778,0.00000000338,0.00000112,0.2
One-Agent,54,disruptive,Autonomous,2.716441393,0.0000000871,0.0000288,0.4
One-Agent,55,disruptive,Autonomous,4.74502039,0.00000000333,0.0000011,0.6
One-Agent,56,disruptive,Autonomous,2.871446371,0.0000000773,0.0000256,0.8
One-Agent,57,disruptive,Autonomous,2.775351524,0.0000000901,0.0000298,1
One-Agent,58,disruptive,Autonomous,2.750011206,0.0000000908,0.00003,1
One-Agent,59,disruptive,Autonomous,4.954564095,0.00000000335,0.00000111,1
One-Agent,60,disruptive,Autonomous,2.826823235,0.0000000695,0.000023,1
One-Agent,61,disruptive,Autonomous,2.832479477,0.000000091,0.0000301,1
One-Agent,62,disruptive,Autonomous,2.404161453,0.0000000964,0.0000319,1
One-Agent,63,disruptive,Autonomous,4.625669003,0.0000000034,0.00000112,1
One-Agent,64,disruptive,Autonomous,2.802541018,0.0000000744,0.0000246,1
One-Agent,65,disruptive,Autonomous,2.820238113,0.0000000902,0.0000298,1
One-Agent,66,disruptive,Autonomous,2.766171217,0.0000000918,0.0000304,1
One-Agent,67,disruptive,Autonomous,4.675508022,0.00000000103,0.00000034,1
One-Agent,68,disruptive,Autonomous,2.396041155,0.0000000116,0.00000385,1
One-Agent,69,disruptive,Human,8.474025488,0.0000000246,0.00000815,0.8
One-Agent,70,disruptive,Autonomous,2.416722059,0.0000000444,0.0000147,0.8
One-Agent,71,disruptive,Autonomous,4.319071293,0.00000000101,0.000000335,0.8
One-Agent,72,disruptive,Human,8.719749451,0.0000000269,0.00000891,0.6
One-Agent,73,disruptive,Human,8.559357405,0.0000000262,0.00000867,0.4
One-Agent,74,disruptive,Autonomous,2.639539003,0.0000000546,0.000018,0.6
One-Agent,75,disruptive,Autonomous,2.826935053,0.000000094,0.0000311,0.6
One-Agent,76,disruptive,Autonomous,2.782101631,0.0000000924,0.0000305,0.6
One-Agent,77,disruptive,Autonomous,2.506822586,0.0000000932,0.0000308,0.8
One-Agent,78,disruptive,Autonomous,2.796615601,0.0000000932,0.0000308,1
One-Agent,79,disruptive,Autonomous,2.392828703,0.0000000893,0.0000295,1
One-Agent,80,disruptive,Autonomous,2.462685585,0.0000000901,0.0000298,1
One-Agent,81,disruptive,Autonomous,4.346103668,9.82E-10,0.000000325,1
One-Agent,82,disruptive,Autonomous,2.774276972,0.0000000815,0.0000269,1
One-Agent,83,disruptive,Autonomous,2.737036228,0.0000000923,0.0000305,1
One-Agent,84,disruptive,Autonomous,2.415306807,0.0000000925,0.0000306,1
One-Agent,85,disruptive,Autonomous,4.980977297,0.00000000335,0.00000111,1
One-Agent,86,disruptive,Autonomous,2.781923532,0.0000000697,0.000023,1
One-Agent,87,disruptive,Autonomous,5.051285744,0.00000000337,0.00000112,1
One-Agent,88,disruptive,Autonomous,2.789468765,0.0000000728,0.0000241,1
One-Agent,89,disruptive,Autonomous,2.672836781,0.0000000933,0.0000309,1
One-Agent,90,disruptive,Autonomous,4.630322218,0.00000000336,0.00000111,1
One-Agent,91,disruptive,Autonomous,2.71414423,0.0000000744,0.0000246,1
One-Agent,92,disruptive,Autonomous,2.689128876,0.000000094,0.0000311,1
One-Agent,93,disruptive,Autonomous,2.442697525,0.0000000885,0.0000293,1
One-Agent,94,disruptive,Autonomous,2.446568489,0.0000000643,0.0000213,1
One-Agent,95,disruptive,Autonomous,2.530529499,0.0000000949,0.0000314,1
One-Agent,96,disruptive,Autonomous,2.431314707,0.0000000909,0.0000301,1
One-Agent,97,disruptive,Autonomous,2.689512253,0.0000000972,0.0000321,1
One-Agent,98,disruptive,Autonomous,2.823406935,0.0000000901,0.0000298,1
One-Agent,99,disruptive,Human,8.408817768,0.00000000809,0.00000268,0.8
One-Agent,100,disruptive,Human,8.970551491,0.0000000286,0.00000946,0.6
One-Agent,101,disruptive,Autonomous,2.789531946,0.0000000491,0.0000162,0.6
One-Agent,102,disruptive,Autonomous,2.503379345,0.0000000926,0.0000306,0.6
One-Agent,103,disruptive,Autonomous,2.383319139,0.0000000957,0.0000316,0.6
One-Agent,104,disruptive,Autonomous,2.793231487,0.0000000909,0.0000301,0.8
One-Agent,105,disruptive,Autonomous,2.845059633,0.0000000948,0.0000314,1
One-Agent,106,disruptive,Autonomous,4.640717506,9.54E-10,0.000000315,1
One-Agent,107,disruptive,Autonomous,2.81932044,0.0000000768,0.0000254,1
One-Agent,108,disruptive,Autonomous,2.626186848,0.0000000854,0.0000282,1
One-Agent,109,disruptive,Autonomous,2.416907787,0.0000000931,0.0000308,1
One-Agent,110,disruptive,Autonomous,2.721268415,0.0000000972,0.0000321,1
One-Agent,111,disruptive,Autonomous,2.776115656,0.0000000908,0.00003,1
One-Agent,112,disruptive,Autonomous,2.750394344,0.0000000948,0.0000313,1
One-Agent,113,disruptive,Autonomous,4.555024862,0.00000000108,0.000000357,1
One-Agent,114,disruptive,Autonomous,2.429454565,0.0000000697,0.000023,1
One-Agent,115,disruptive,Autonomous,2.366625547,0.000000204,0.0000676,1
One-Agent,116,disruptive,Autonomous,2.815749168,0.0000000532,0.0000176,1
One-Agent,117,disruptive,Human,8.748036861,0.0000000263,0.0000087,0.8
One-Agent,118,disruptive,Human,8.455260038,0.00000000884,0.00000292,0.6
One-Agent,119,disruptive,Human,8.229708195,0.000000023,0.00000762,0.4
One-Agent,120,disruptive,Autonomous,2.423080206,0.0000000476,0.0000157,0.4
One-Agent,121,disruptive,Autonomous,2.530603647,0.0000000932,0.0000308,0.4
One-Agent,122,disruptive,Autonomous,4.605080843,9.91E-10,0.000000328,0.6
One-Agent,123,disruptive,Autonomous,2.51351428,0.0000000744,0.0000246,0.8
One-Agent,124,disruptive,Autonomous,2.409705877,0.0000000894,0.0000296,1
One-Agent,125,disruptive,Autonomous,4.544373035,9.47E-10,0.000000313,1
One-Agent,126,disruptive,Autonomous,2.44285202,0.0000000744,0.0000246,1
One-Agent,127,disruptive,Autonomous,2.777638912,0.0000000893,0.0000295,1
One-Agent,128,disruptive,Autonomous,2.411045551,0.0000000917,0.0000303,1
One-Agent,129,disruptive,Autonomous,2.409940004,0.0000000933,0.0000308,1
One-Agent,130,disruptive,Autonomous,2.464150429,0.0000000973,0.0000322,1
One-Agent,131,disruptive,Autonomous,2.400232315,0.000000087,0.0000288,1
One-Agent,132,disruptive,Autonomous,4.106669664,9.34E-10,0.000000309,1
One-Agent,133,disruptive,Autonomous,2.787044287,0.0000000805,0.0000266,1
One-Agent,134,disruptive,Autonomous,2.324277163,0.000000087,0.0000288,1
One-Agent,135,disruptive,Autonomous,2.416946888,0.0000000964,0.0000319,1
One-Agent,136,disruptive,Autonomous,2.372451067,0.0000000941,0.0000311,1
One-Agent,137,disruptive,Autonomous,2.401312351,0.0000000901,0.0000298,1
One-Agent,138,disruptive,Autonomous,4.28707099,0.00000000106,0.000000349,1
One-Agent,139,disruptive,Autonomous,2.500618696,6.33E-10,0.000000209,1
One-Agent,140,disruptive,Autonomous,2.458753824,0.0000000868,0.0000287,1
One-Agent,141,disruptive,Autonomous,4.298841953,0.00000000102,0.000000336,1
One-Agent,142,disruptive,Human,8.503736973,0.0000000277,0.00000917,0.8
One-Agent,143,disruptive,Autonomous,2.426027298,0.0000000508,0.0000168,0.8
One-Agent,144,disruptive,Autonomous,2.431659698,0.0000000909,0.0000301,0.8
One-Agent,145,disruptive,Autonomous,2.347369432,0.0000000784,0.0000259,0.8
One-Agent,146,disruptive,Human,8.392269135,0.0000000262,0.00000865,0.6
One-Agent,147,disruptive,Autonomous,4.373929739,0.00000000105,0.000000347,0.8
One-Agent,148,disruptive,Human,8.681926727,0.0000000286,0.00000947,0.6
One-Agent,149,disruptive,Human,9.066440582,0.0000000316,0.0000105,0.4
One-Agent,150,disruptive,Human,9.021625996,0.0000000309,0.0000102,0.2
One-Agent,151,disruptive,Autonomous,2.428781986,0.0000000484,0.000016,0.4
One-Agent,152,disruptive,Autonomous,2.451832771,0.0000000924,0.0000306,0.4
One-Agent,153,disruptive,Autonomous,3.996317387,0.00000000102,0.000000338,0.6
One-Agent,154,disruptive,Autonomous,2.451967716,0.0000000743,0.0000246,0.8
One-Agent,155,disruptive,Autonomous,2.533802032,0.000000098,0.0000324,1
One-Agent,156,disruptive,Autonomous,2.389285088,0.0000000884,0.0000292,1
One-Agent,157,disruptive,Human,8.437230825,0.000000027,0.00000894,0.8
One-Agent,158,disruptive,Autonomous,2.447407961,0.0000000483,0.000016,0.8
One-Agent,159,disruptive,Human,8.083507538,0.0000000136,0.0000045,0.6
One-Agent,160,disruptive,Autonomous,2.488665581,0.00000000604,0.000002,0.6
One-Agent,161,disruptive,Human,8.498476267,0.000000027,0.00000893,0.4
One-Agent,162,disruptive,Human,9.581413031,0.0000000348,0.0000115,0.4
One-Agent,163,disruptive,Autonomous,2.481225967,0.0000000381,0.0000126,0.4
One-Agent,164,disruptive,Autonomous,2.598798752,0.00000009,0.0000298,0.6
One-Agent,165,disruptive,Human,8.994507074,0.0000000167,0.00000554,0.4
One-Agent,166,disruptive,Autonomous,2.484200001,0.0000000436,0.0000144,0.6
One-Agent,167,disruptive,Human,8.866756201,0.0000000246,0.00000812,0.6
One-Agent,168,disruptive,Human,9.016078472,0.0000000255,0.00000844,0.4
One-Agent,169,final,Human,9.689175367,0.0000000309,0.0000102,0.2
One-Agent,170,final,Human,8.885746717,0.0000000246,0.00000813,0.2
One-Agent,171,final,Human,9.327022314,0.0000000277,0.00000915,0
One-Agent,172,final,Human,9.39989543,0.0000000285,0.00000943,0
One-Agent,173,final,Human,9.354733706,0.0000000285,0.00000944,0
One-Agent,174,final,Human,9.01129961,0.0000000262,0.00000866,0
One-Agent,175,final,Human,9.7136271,0.0000000309,0.0000102,0
One-Agent,176,final,Human,9.211818218,0.0000000278,0.00000918,0
One-Agent,177,final,Human,8.975114346,0.0000000246,0.00000812,0
One-Agent,178,final,Human,8.831367254,0.0000000246,0.00000814,0
One-Agent,179,final,Human,9.244195461,0.0000000269,0.0000089,0
One-Agent,180,final,Human,8.984417915,0.0000000254,0.0000084,0
One-Agent,181,final,Human,9.877207756,0.000000031,0.0000102,0
One-Agent,182,final,Human,9.138594151,0.000000027,0.00000894,0
One-Agent,183,final,Human,9.106951475,0.0000000254,0.00000839,0
One-Agent,184,final,Human,9.045410156,0.0000000261,0.00000862,0
One-Agent,185,final,Human,9.651385307,0.0000000301,0.00000996,0
One-Agent,186,final,Human,8.923880577,0.0000000254,0.00000839,0
One-Agent,187,final,Human,9.877571821,0.0000000317,0.0000105,0
One-Agent,188,final,Human,8.968233109,0.000000023,0.00000759,0
One-Agent,189,final,Human,9.471242428,0.0000000278,0.0000092,0
One-Agent,190,final,Human,9.332145929,0.000000027,0.00000893,0
One-Agent,191,final,Autonomous,2.938897848,0.0000000437,0.0000145,0.2
One-Agent,192,final,Human,9.856927872,0.0000000287,0.00000948,0.2
One-Agent,193,final,Human,9.146068335,0.000000023,0.00000762,0.2
One-Agent,194,final,Autonomous,3.085685015,0.0000000404,0.0000133,0.4
One-Agent,195,final,Human,9.432271957,0.0000000231,0.00000763,0.4
One-Agent,196,final,Human,9.139383554,0.0000000252,0.00000834,0.2
One-Agent,197,final,Human,9.40312767,0.0000000268,0.00000888,0.2
One-Agent,198,final,Human,9.563717365,0.0000000285,0.00000942,0.2
One-Agent,199,final,Human,9.060299397,0.0000000254,0.0000084,0
One-Agent,200,final,Human,10.32246566,0.0000000332,0.000011,0
One-Agent,201,final,Human,9.450927496,0.0000000285,0.00000943,0
One-Agent,202,final,Human,8.927591324,0.0000000231,0.00000762,0
One-Agent,203,final,Autonomous,2.912115574,0.0000000474,0.0000157,0.2
One-Agent,204,final,Human,11.38443422,0.0000000419,0.0000139,0.2
One-Agent,205,final,Human,8.870762587,0.0000000222,0.00000733,0.2
One-Agent,206,final,Human,9.5199821,0.0000000285,0.00000943,0.2
One-Agent,207,final,Human,8.912486315,0.0000000245,0.00000812,0.2
One-Agent,208,final,Autonomous,5.447333813,0.00000000103,0.000000341,0.2
One-Agent,209,final,Autonomous,2.86681819,0.0000000695,0.000023,0.4
One-Agent,210,final,Human,10.18637967,0.0000000333,0.000011,0.4
One-Agent,211,final,Human,9.013352394,0.0000000248,0.00000821,0.4
One-Agent,212,final,Human,10.27324271,0.000000034,0.0000112,0.4
One-Agent,213,final,Human,9.985115528,0.0000000324,0.0000107,0.2
One-Agent,214,final,Autonomous,2.892314911,0.0000000341,0.0000113,0.2
One-Agent,215,final,Human,9.684575319,0.0000000294,0.00000971,0.2
One-Agent,216,final,Autonomous,2.798892498,0.0000000427,0.0000141,0.4
One-Agent,217,final,Human,8.763382673,0.000000023,0.0000076,0.4
One-Agent,218,final,Autonomous,2.914192438,0.0000000491,0.0000163,0.6
One-Agent,219,final,Autonomous,2.782195807,0.0000000875,0.0000289,0.6
One-Agent,220,final,Human,9.232194185,0.0000000254,0.00000839,0.6
One-Agent,221,final,Human,9.034991026,0.0000000246,0.00000813,0.4
One-Agent,222,final,Human,9.941326857,0.0000000318,0.0000105,0.4
One-Agent,223,final,Human,9.100086927,0.0000000245,0.00000812,0.2
One-Agent,224,final,Human,11.35347319,0.0000000419,0.0000138,0
One-Agent,225,final,Human,11.68637967,0.0000000442,0.0000146,0
One-Agent,226,final,Human,9.084501743,0.0000000246,0.00000813,0
One-Agent,227,final,Autonomous,2.707269192,0.000000042,0.0000139,0.2
One-Agent,228,final,Human,9.764963627,0.0000000293,0.00000969,0.2
One-Agent,229,final,Autonomous,2.929444075,0.000000259,0.0000856,0.4
One-Agent,230,final,Autonomous,2.892130852,0.000000198,0.0000654,0.6
One-Agent,231,final,Human,8.833652496,0.0000000238,0.00000787,0.6
One-Agent,232,final,Human,8.924993753,0.0000000247,0.00000818,0.4
One-Agent,233,final,Human,10.28698707,0.0000000332,0.000011,0.4
One-Agent,234,final,Human,9.603149414,0.0000000295,0.00000975,0.2
One-Agent,235,final,Autonomous,2.946246147,0.0000000427,0.0000141,0.2
One-Agent,236,final,Human,12.35119629,0.0000000497,0.0000164,0.2
One-Agent,237,final,Autonomous,2.744428396,0.0000000184,0.00000609,0.4
One-Agent,238,final,Human,9.835751295,0.0000000309,0.0000102,0.4
One-Agent,239,final,Autonomous,2.972765446,0.0000000427,0.0000141,0.6
One-Agent,240,final,Autonomous,2.85125494,0.0000000829,0.0000274,0.6
One-Agent,241,final,Autonomous,3.072781324,0.0000000952,0.0000315,0.8
One-Agent,242,final,Human,9.492092609,0.0000000285,0.00000941,0.6
One-Agent,243,final,Autonomous,2.93454957,0.0000000468,0.0000155,0.8
One-Agent,244,final,Human,9.489333868,0.0000000286,0.00000945,0.6
One-Agent,245,final,Autonomous,2.981257677,0.0000000396,0.0000131,0.6
One-Agent,246,final,Human,9.709189415,0.0000000303,0.00001,0.4
One-Agent,247,final,Human,10.02750683,0.0000000323,0.0000107,0.4
One-Agent,248,final,Autonomous,2.930731535,0.0000000396,0.0000131,0.4
One-Agent,249,final,Autonomous,2.877348661,0.0000000906,0.00003,0.6
One-Agent,250,final,Autonomous,2.822543859,0.0000000838,0.0000277,0.6
One-Agent,251,final,Autonomous,2.87356782,0.0000000923,0.0000305,0.8
One-Agent,252,final,Autonomous,2.858142853,0.0000000883,0.0000292,1
One-Agent,253,final,Autonomous,2.973996401,0.000000052,0.0000172,1
One-Agent,254,final,Autonomous,3.062499285,0.000000117,0.0000386,1
One-Agent,255,final,Autonomous,2.864405394,0.0000000703,0.0000233,1
One-Agent,256,final,Autonomous,2.842191696,0.0000000876,0.000029,1
One-Agent,257,final,Autonomous,2.940289974,0.000000117,0.0000386,1
One-Agent,258,final,Human,9.572803259,0.00000000966,0.0000032,0.8
One-Agent,259,final,Human,9.143797159,0.0000000254,0.0000084,0.6
One-Agent,260,final,Autonomous,2.951671124,0.0000000405,0.0000134,0.6
One-Agent,261,final,Autonomous,3.190737724,0.00000000102,0.000000337,0.6
One-Agent,262,final,Human,9.233695984,0.0000000262,0.00000867,0.4
One-Agent,263,final,Autonomous,3.821247339,9.84E-10,0.000000326,0.6
One-Agent,264,final,Human,9.809177876,0.0000000105,0.00000348,0.6
One-Agent,265,final,Autonomous,2.8933146,0.0000000695,0.000023,0.6
One-Agent,266,final,Autonomous,2.865799904,0.0000000907,0.00003,0.6
One-Agent,267,final,Autonomous,2.887370586,0.0000000854,0.0000282,0.8
One-Agent,268,final,Human,9.070155859,0.0000000238,0.00000788,0.6
One-Agent,269,final,Autonomous,2.844912529,0.0000000436,0.0000144,0.8
One-Agent,270,final,Autonomous,3.824317694,0.00000000113,0.000000375,0.8
One-Agent,271,final,Human,9.660421848,0.00000000721,0.00000238,0.6
One-Agent,272,final,Autonomous,2.936533213,0.0000000671,0.0000222,0.6
One-Agent,273,final,Autonomous,5.357824802,0.00000000116,0.000000382,0.8
One-Agent,274,final,Autonomous,2.936148643,0.0000000663,0.0000219,0.8
One-Agent,275,final,Autonomous,2.885068655,0.0000000894,0.0000296,0.8
One-Agent,276,final,Human,10.08117747,0.0000000324,0.0000107,0.8
One-Agent,277,final,Autonomous,2.939352989,0.0000000339,0.0000112,0.8
One-Agent,278,final,Human,10.32831025,0.0000000349,0.0000116,0.6
One-Agent,279,final,Human,9.438858747,0.0000000269,0.0000089,0.4
One-Agent,280,final,Autonomous,2.973510742,0.0000000403,0.0000133,0.4
One-Agent,281,final,Autonomous,2.941479683,0.0000000867,0.0000287,0.6
One-Agent,282,final,Autonomous,2.880859137,0.0000000884,0.0000292,0.6
